early_ratio,noise,mask_rate,time_mask,accuracy,macro_f1,severity_mae,severity_rmse,top2_accuracy,average_confidence,ece_simple
0.1,0.0,0.0,0.0,0.8125,0.7910391209623945,10.635049441829324,21.706595081123336,0.9513888888888888,0.8203056914110979,0.0078056914110978814
0.2,0.0,0.0,0.0,0.8194444444444444,0.8143151760237953,7.196909664405717,11.215367194432233,0.9930555555555556,0.847408643613259,0.02796419916881454
0.3,0.0,0.0,0.0,0.8263888888888888,0.8224513218792394,7.129459058245023,11.042700401124716,0.9930555555555556,0.8453156786660353,0.018926789777146458
0.5,0.0,0.0,0.0,0.8055555555555556,0.8058991464788566,9.200301693545448,17.977582704404444,0.9930555555555556,0.8279677898519568,0.022412234296401268
1.0,0.0,0.0,0.0,0.8615384615384616,0.8430408727260302,6.854751420632387,11.01351751853275,0.9897435897435898,0.8626517897997147,0.0011133282612530992
